report,label,time_normalized_rounded,prometheus_scrape_amount
report_2025-07-18_13-59-22.yaml,Persistence Istio,1230.0,3267555
report_2025-07-18_13-59-22.yaml,Persistence Istio,1260.0,3267555
report_2025-07-18_13-59-22.yaml,Persistence Istio,1290.0,3423289
report_2025-07-18_13-59-22.yaml,Persistence Istio,1320.0,3423289
report_2025-07-18_13-59-22.yaml,Persistence Istio,1350.0,3579035
report_2025-07-18_13-59-22.yaml,Persistence Istio,1380.0,3579035
report_2025-07-18_13-59-22.yaml,Persistence Istio,1410.0,3734791
report_2025-07-18_13-59-22.yaml,Persistence Istio,1440.0,3734791
report_2025-07-18_13-59-22.yaml,Persistence Istio,1470.0,3890557
report_2025-07-18_13-59-22.yaml,Persistence Istio,1500.0,3890557
report_2025-07-18_13-59-22.yaml,Persistence Istio,1530.0,4046325
report_2025-07-18_13-59-22.yaml,Persistence Istio,1560.0,4046325
report_2025-07-18_13-59-22.yaml,Persistence Istio,1590.0,4202093
report_2025-07-18_13-59-22.yaml,Persistence Istio,1620.0,4202093
report_2025-07-18_13-59-22.yaml,Persistence Istio,1650.0,4357861
report_2025-07-18_13-59-22.yaml,Persistence Istio,1680.0,4357861
report_2025-07-18_13-59-22.yaml,Persistence Istio,1710.0,4513629
report_2025-07-18_13-59-22.yaml,Persistence Istio,1740.0,4513629
report_2025-07-18_13-59-22.yaml,Persistence Istio,1770.0,4669437
report_2025-07-18_13-59-22.yaml,Persistence Istio,1800.0,4669437
report_2025-07-18_13-59-22.yaml,Persistence Istio,1830.0,4825245
report_2025-07-18_13-59-22.yaml,Persistence Istio,1860.0,4825245
report_2025-07-18_13-59-22.yaml,Persistence Istio,1890.0,4981053
report_2025-07-18_13-59-22.yaml,Persistence Istio,1920.0,4981053
report_2025-07-18_13-59-22.yaml,Persistence Istio,1950.0,5136863
report_2025-07-18_13-59-22.yaml,Persistence Istio,1980.0,5136863
report_2025-07-18_13-59-22.yaml,Persistence Istio,2010.0,5292671
report_2025-07-18_13-59-22.yaml,Persistence Istio,2040.0,5292671
report_2025-07-18_13-59-22.yaml,Persistence Istio,2070.0,5448479
report_2025-07-18_13-59-22.yaml,Persistence Istio,2100.0,5448479
report_2025-07-18_13-59-22.yaml,Persistence Istio,2130.0,5604287
report_2025-07-18_13-59-22.yaml,Persistence Istio,2160.0,5604287
report_2025-07-18_13-59-22.yaml,Persistence Istio,2190.0,5760095
report_2025-07-18_13-59-22.yaml,Persistence Istio,2220.0,5760095
report_2025-07-18_13-59-22.yaml,Persistence Istio,2250.0,5915903
report_2025-07-18_13-59-22.yaml,Persistence Istio,2280.0,5915903
report_2025-07-18_13-59-22.yaml,Persistence Istio,2310.0,6071711
report_2025-07-18_13-59-22.yaml,Persistence Istio,2340.0,6071711
report_2025-07-18_13-59-22.yaml,Persistence Istio,2370.0,6227519
report_2025-07-18_13-59-22.yaml,Persistence Istio,2400.0,6227519
report_2025-07-18_13-59-22.yaml,Persistence Istio,2430.0,6383327
report_2025-07-18_13-59-22.yaml,Persistence Istio,2460.0,6383327
report_2025-07-18_13-59-22.yaml,Persistence Istio,2490.0,6539135
report_2025-07-18_13-59-22.yaml,Persistence Istio,2520.0,6539135
report_2025-07-18_13-59-22.yaml,Persistence Istio,2550.0,6694943
report_2025-07-18_13-59-22.yaml,Persistence Istio,2580.0,6694943
report_2025-07-18_13-59-22.yaml,Persistence Istio,2610.0,6850751
report_2025-07-18_13-59-22.yaml,Persistence Istio,2640.0,6850751
report_2025-07-18_13-59-22.yaml,Persistence Istio,2670.0,7006559
report_2025-07-18_13-59-22.yaml,Persistence Istio,2700.0,7006559
report_2025-07-18_13-59-22.yaml,Persistence Istio,2730.0,7162367
report_2025-07-18_13-59-22.yaml,Persistence Istio,2760.0,7162367
report_2025-07-18_13-59-22.yaml,Persistence Istio,2790.0,7318175
report_2025-07-18_13-59-22.yaml,Persistence Istio,2820.0,7318175
report_2025-07-18_13-59-22.yaml,Persistence Istio,2850.0,7473983
report_2025-07-18_13-59-22.yaml,Persistence Istio,2880.0,7473983
report_2025-07-18_13-59-22.yaml,Persistence Istio,2910.0,7629791
report_2025-07-18_13-59-22.yaml,Persistence Istio,2940.0,7629791
report_2025-07-18_13-59-22.yaml,Persistence Istio,2970.0,7785599
report_2025-07-18_13-59-22.yaml,Persistence Istio,3000.0,7785599
report_2025-07-18_13-59-22.yaml,Persistence Istio,3030.0,7941407
report_2025-07-18_13-59-22.yaml,Persistence Istio,3060.0,7941407
report_2025-07-18_13-59-22.yaml,Persistence Istio,3090.0,8097219
report_2025-07-18_13-59-22.yaml,Persistence Istio,3120.0,8097219
report_2025-07-18_13-59-22.yaml,Persistence Istio,3150.0,8253052
report_2025-07-18_13-59-22.yaml,Persistence Istio,3180.0,8253052
report_2025-07-18_13-59-22.yaml,Persistence Istio,3210.0,8408888
report_2025-07-18_13-59-22.yaml,Persistence Istio,3240.0,8408888
report_2025-07-18_13-59-22.yaml,Persistence Istio,3270.0,8564726
report_2025-07-18_13-59-22.yaml,Persistence Istio,3300.0,8564726
report_2025-07-18_13-59-22.yaml,Persistence Istio,3330.0,8720564
report_2025-07-18_13-59-22.yaml,Persistence Istio,3360.0,8720564
report_2025-07-18_13-59-22.yaml,Persistence Istio,3390.0,8876146
report_2025-07-18_13-59-22.yaml,Persistence Istio,3420.0,8876146
report_2025-07-18_13-59-22.yaml,Persistence Istio,3450.0,9032240
report_2025-07-18_13-59-22.yaml,Persistence Istio,3480.0,9032240
report_2025-07-18_13-59-22.yaml,Persistence Istio,3510.0,9187822
report_2025-07-18_13-59-22.yaml,Persistence Istio,3540.0,9187822
report_2025-07-18_13-59-22.yaml,Persistence Istio,3570.0,9343660
report_2025-07-18_13-59-22.yaml,Persistence Istio,3600.0,9343660
